chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.fac.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.fac.ready.ignor.norm.qc.fillna.l.tsv
LPE[FA20:1]	0.486095334923174	0.0361090909090909	0.0302529411764706
HCER[FA18:0]	0.740569302656844	0.0669909090909091	0.0688117647058824
PC[FA14:0]	3.24392591233639e-12	18.0758545454545	13.9982176470588
SM[FA22:1]	0.687920227621958	34.1290818181818	32.4187235294118
TAG[FA16:1]	0.891522979835279	132.967954545455	130.879129411765
TAG[FA18:1]	0.592988217013695	1012.17936363636	1058.28321176471
DAG[FA14:0]	0.207296576373813	1.42534545454545	1.05664705882353
PC[FA20:2]	5.59580126904923e-07	8.4063	7.85261764705882
LPC[FA20:1]	0.984126883763328	0.321509090909091	0.310017647058824
CE[FA24:1]	0.49622554538984	0.436963636363636	0.485647058823529
CE[FA24:0]	0.307265446066236	0.240390909090909	0.269947058823529
LCER[FA18:0]	0.365649210468055	0.145363636363636	0.131911764705882
CE[FA18:3]	error	51.1565363636364	39.5293588235294
LCER[FA22:1]	0.271202873564957	0.0753727272727273	0.0623470588235294
TAG[FA14:0]	0.156218567817345	88.9060727272727	67.5088235294118
PE[FA18:2]	error	22.5323272727273	20.0852117647059
LPC[FA16:0]	0.61843147625357	68.6465909090909	71.1601882352941
LPC[FA17:0]	0.814410099628396	0.635363636363636	0.665952941176471
SM[FA24:0]	0.123740544474266	29.7985	26.2764352941176
TAG[FA20:4]	0.805678247552977	53.7730636363636	55.7679117647059
DAG[FA20:3]	0.8093835597459	0.488072727272727	0.495488235294118
LPC[FA22:6]	0.201615734574812	0.312845454545455	0.400920588235294
MAG[FA15:0]	0.178135380668499	0.148218181818182	0.118776470588235
CER[FA18:0]	error	0.105909090909091	0.114617647058824
LCER[FA18:1]	0.209877139203344	0.274581818181818	0.248341176470588
PI[FA18:1]	error	9.77942727272727	6.93272941176471
FFA[FA24:0]	0.568087889886221	3.48769090909091	3.35974117647059
SM[FA14:0]	5.67605121778383e-15	18.8468818181818	16.0456823529412
CE[FA18:2]	error	1302.46460909091	1244.94536470588
FFA[FA20:5]	0.667890064766994	8.4483	8.64130588235294
LPE[FA20:4]	0.433549234646507	0.3825	0.405994117647059
CE[FA17:0]	error	7.1527	5.99645882352941
CE[FA18:4]	3.32848689181979e-110	1.16078181818182	0.736347058823529
HCER[FA24:0]	0.525586703707078	0.788854545454545	0.673070588235294
PC[FA22:5]	0.964509053594729	26.5801090909091	26.1739352941176
CER[FA22:1]	0.310016171931365	0.0503909090909091	0.0445176470588235
PC[FA20:4]	0.126579588401175	313.434327272727	362.933741176471
HCER[FA22:1]	0.257851933187762	0.0514909090909091	0.0489470588235294
CER[FA20:0]	0.543353892604759	0.109554545454545	0.101435294117647
TAG[FA17:0]	0.191893120273605	16.4314545454545	13.6427764705882
Total[FA20:5]	0.00957534746502097	82.4607090909091	73.2096705882353
FFA[FA22:1]	error	11.8414363636364	12.2386
MAG[FA18:2]	0.959702745867097	0.0999818181818182	0.101258823529412
HCER[FA22:0]	0.391990895220753	0.550718181818182	0.469629411764706
MAG[FA18:1]	0.347407975014657	0.143309090909091	0.161223529411765
MAG[FA18:3]	0.354776407866489	0.0976090909090909	0.0878294117647059
TAG[FA20:1]	0.627835369660683	8.54002727272727	8.8167
FFA[FA20:0]	0.940317603782571	10.9146545454545	11.1832470588235
SM[FA18:0]	0.402226552427508	29.2268909090909	31.1978823529412
TAG[FA22:6]	0.595497447530601	25.1460272727273	28.0347764705882
Total[FA24:0]	0.11898116869063	36.8759272727273	32.6474352941176
FFA[FA18:1]	error	105.671	125.715105882353
CE[FA14:1]	3.94018843832771e-10	1.46083636363636	0.785405882352941
DCER[FA22:0]	0.423500876158835	0.180063636363636	0.1386
TAG[FA20:5]	0.836482340828411	11.3694181818182	10.4784882352941
LCER[FA16:0]	0.238427714660817	3.91083636363636	3.21068823529412
PE[FA20:4]	0.447191100607069	66.0553181818182	72.8882529411765
Total[FA12:0]	0.0999800995292186	30.9950454545455	22.6380705882353
FFA[FA20:4]	0.194936252088279	4.90374545454545	5.49374705882353
LPC[FA20:4]	0.137322843744078	2.09907272727273	2.73192352941176
CE[FA15:0]	0.00901889099655878	6.95541818181818	5.37398823529412
FFA[FA20:3]	0.790800693417302	2.07582727272727	2.1748
LCER[FA24:0]	0.0524836165203597	0.231218181818182	0.162494117647059
LPC[FA18:0]	0.992483177119789	26.3925	25.9845647058824
PC[FA20:5]	0.0772622303609163	28.7829545454545	24.7502058823529
Total[FA16:0]	0.398184536488455	3125.95054545455	3026.26411764706
CE[FA14:0]	error	27.5549727272727	18.7189
SM[FA20:0]	0.0932036804682807	41.4019636363636	39.1041882352941
DAG[FA20:2]	0.58411343051062	0.2144	0.228905882352941
FFA[FA24:1]	0.946774226385093	6.27556363636364	6.20042352941176
DAG[FA22:5]	0.308814817656836	0.259436363636364	0.322
CE[FA12:0]	0.154692094491795	1.38062727272727	0.655405882352941
LPE[FA16:0]	0.991860412160122	0.881518181818182	0.829588235294118
PC[FA16:1]	error	32.3032272727273	27.2814529411765
DAG[FA16:1]	0.964222134464961	2.59140909090909	2.5153
FFA[FA22:4]	0.0171037079422958	3.03578181818182	3.19146470588235
FFA[FA18:4]	0.490808434673124	2.92225454545455	3.105
Total[FA26:0]	0.00105200379117394	0.513090909090909	0.460464705882353
Total[FA20:4]	0.183738930960229	663.243054545454	753.618194117647
LPC[FA15:0]	3.97552198969209e-10	0.186590909090909	0.172676470588235
Total[FA17:0]	0.450265911953129	252.390781818182	105.563717647059
Total[FA22:0]	0.322994130413708	65.6607454545454	57.3958352941176
MAG[FA16:1]	0.751102916205336	0.0516727272727273	0.0517
CE[FA20:1]	0.833214122089286	2.03836363636364	2.06234117647059
CE[FA22:2]	0.453728004745091	0.163890909090909	0.192341176470588
LPE[FA20:3]	0.10371415740873	0.170118181818182	0.135452941176471
FFA[FA14:0]	0.704405633079463	32.8892090909091	34.5577117647059
LPE[FA22:6]	0.7751849925005	0.220418181818182	0.219388235294118
Total[FA22:1]	0.802243799459649	47.1662	45.9440352941176
TAG[FA22:5]	0.400227326798148	10.9806545454545	13.4928941176471
CE[FA22:6]	0.471794808531236	12.3785909090909	13.2452882352941
CER[FA16:0]	0.324748688192708	0.427463636363636	0.385888235294118
PC[FA18:1]	1.27916995361775e-11	395.898918181818	350.220317647059
DAG[FA16:0]	0.565006171076317	9.46130909090909	7.87579411764706
DAG[FA20:5]	0.792582559095434	0.4903	0.422029411764706
PC[FA20:0]	0.114712438531382	7.20254545454545	6.76421176470588
TAG[FA22:1]	0.469507953960365	0.600836363636364	0.720011764705882
TAG[FA12:0]	0.132229593495192	18.7783909090909	11.2285823529412
PC[FA16:0]	error	1088.98155454545	1053.35177647059
DAG[FA22:4]	0.567189435270737	0.0759	0.0855
FFA[FA20:2]	0.163417854264057	1.80617272727273	1.99716470588235
Total[FA22:6]	0.552017661805176	148.074690909091	152.155023529412
TAG[FA20:3]	0.994760393274254	18.2093454545455	18.3788411764706
PE[FA18:0]	0.660550461611645	89.1831090909091	88.9360411764706
LCER[FA20:0]	0.116621238628949	0.0786	0.0623764705882353
FFA[FA18:2]	error	57.9679818181818	69.6970470588235
CE[FA16:0]	0.165083657574301	328.120618181818	309.389570588235
SM[FA18:1]	0.115517444688813	9.32162727272727	10.9221176470588
PC[FA22:4]	0.00369358089507809	8.77071818181818	8.24814705882353
DAG[FA18:0]	0.445089930134544	2.69249090909091	2.23547647058824
LCER[FA20:1]	error	0.0412272727272727	0.0326588235294118
Total[FA24:1]	0.559223899921989	71.1970909090909	67.8463882352941
LPC[FA20:0]	0.335693827601704	0.3664	0.375964705882353
MAG[FA16:0]	0.963884451742777	0.6377	0.656811764705882
LPE[FA18:1]	0.191588837486367	0.747736363636364	0.603664705882353
LPC[FA18:2]	0.632413746203252	7.26264545454545	7.80244117647059
TAG[FA20:0]	0.649327051350785	6.17240909090909	5.11708823529412
HCER[FA20:0]	0.829837642444344	0.0912636363636364	0.0903823529411765
PE[FA18:1]	0.961429950514227	35.9270454545455	34.5561823529412
CE[FA20:0]	0.806949893880965	0.773790909090909	0.811505882352941
CE[FA22:0]	0.349046493416554	0.814363636363636	0.718964705882353
PC[FA18:3]	6.62283698685988e-12	11.1063818181818	8.70096470588235
LPE[FA18:2]	error	0.462354545454545	0.383058823529412
Total[FA22:4]	0.566606727534378	26.2249454545455	25.0289058823529
SM[FA22:0]	0.3272475721676	57.0650272727273	48.9254
TAG[FA14:1]	0.224679754508952	9.87386363636364	6.79282352941176
FFA[FA18:0]	8.88421246602273e-30	450.761163636364	464.859411764706
Total[FA14:0]	0.140590242569901	187.993727272727	152.086594117647
DAG[FA22:6]	0.693683993232838	0.4354	0.448635294117647
Total[FA20:3]	error	161.256854545455	141.700170588235
Total[FA22:2]	0.949183866561483	2.04923636363636	2.06009411764706
FFA[FA20:1]	0.639676339817815	2.87399090909091	3.12342352941176
LPE[FA18:0]	0.768404128316224	1.19883636363636	1.08354117647059
SM[FA26:0]	7.44859295999502e-241	0.332718181818182	0.278952941176471
DCER[FA26:0]	0.78113668274417	0.132554545454545	0.141485294117647
PC[FA20:3]	1.8886834382251e-05	100.461081818182	84.785
FFA[FA17:0]	0.46581692548064	221.184745454545	77.7936588235294
DCER[FA20:0]	0.407791184917534	0.0589636363636364	0.0545647058823529
DAG[FA20:4]	0.713388241461759	1.39007272727273	1.42894117647059
LPC[FA16:1]	0.0139914946111689	1.07416363636364	0.970017647058824
LPC[FA20:2]	0.619373455240205	0.344772727272727	0.361629411764706
FFA[FA16:0]	0.633201674683287	616.632218181818	638.072341176471
LPE[FA22:4]	0.373008191343977	0.0597181818181818	0.0515588235294118
PC[FA18:2]	0.000227363047912164	782.377481818182	703.963888235294
PE[FA20:5]	0.0460712496261613	7.94130909090909	6.4759
DAG[FA18:3]	0.798783159241027	0.557427272727273	0.564535294117647
DCER[FA16:0]	0.137229134016303	0.104772727272727	0.0824411764705882
PE[FA16:1]	error	0.536490909090909	0.362847058823529
PE[FA22:6]	0.669720987154703	30.7832909090909	30.336
PC[FA17:0]	0.698570509309095	6.9385	7.33925882352941
Total[FA18:3]	error	123.804254545455	113.009852941176
CE[FA20:2]	3.67570603844935e-05	1.90606363636364	1.74348823529412
Total[FA14:1]	0.118137518908306	15.1097090909091	11.0963411764706
Total[FA26:1]	0.298386303431744	0.629236363636364	0.579735294117647
FFA[FA22:0]	0.1157027570706	5.79472727272727	6.15085294117647
LPE[FA22:5]	error	0.149154545454545	0.136494117647059
FFA[FA15:0]	0.359850092225902	11.7568090909091	15.6775882352941
PI[FA16:0]	0.00518583441499574	8.46431818181818	6.01257647058824
CE[FA22:4]	0.3528459407929	0.491063636363636	0.455876470588235
DCER[FA24:0]	0.181746759864008	0.252481818181818	0.192011764705882
FFA[FA22:2]	0.902415186398418	1.88064545454545	1.85906470588235
Total[FA18:4]	error	4.08621818181818	3.84748235294118
PI[FA20:2]	0.343196970621895	0.246731818181818	0.197288235294118
CE[FA18:1]	0.116506641014653	525.505154545455	469.405341176471
FFA[FA14:1]	0.682456240426181	3.30755454545455	3.11261176470588
FFA[FA12:0]	0.831133993187176	9.27123636363636	9.47616470588235
SM[FA24:1]	0.55903001893578	62.8864090909091	59.6593352941176
TAG[FA20:2]	0.513217089892308	7.14951818181818	7.98410588235294
LPC[FA22:5]	0.750342419885963	0.306281818181818	0.326338235294118
PC[FA15:0]	1.20737398281002e-05	2.86794545454545	2.43181764705882
Total[FA20:2]	0.810470624087969	20.1830454545455	20.4970647058824
TAG[FA15:0]	0.17895115435971	12.8436	9.9278
PI[FA16:1]	error	0.694654545454545	0.448538235294118
Total[FA15:0]	0.904059135594233	35.2059636363636	33.9252941176471
DCER[FA22:1]	0.576620204980865	0.165109090909091	0.153805882352941
CER[FA24:0]	0.391809004417858	2.07490909090909	1.71373529411765
Total[FA18:1]	0.968879368785922	2127.36772727273	2091.07705882353
PI[FA20:3]	error	3.38206363636364	2.68211176470588
LCER[FA14:0]	2.15607182778551e-27	0.204381818181818	0.129347058823529
LCER[FA22:0]	0.0366082157845429	0.278390909090909	0.199694117647059
LPC[FA18:1]	0.957709145896879	11.4962818181818	11.5620352941176
FFA[FA22:6]	0.914248194809574	4.70810909090909	4.72650588235294
PI[FA18:2]	error	9.75009090909091	7.57452352941176
PC[FA18:0]	0.00945042448112201	387.239027272727	346.921058823529
DAG[FA14:1]	0.933815485789073	0.246863636363636	0.275217647058824
SM[FA20:1]	0.173915766964839	7.5708	8.08794117647059
CE[FA18:0]	0.251211753098196	38.7644727272727	33.7942529411765
DAG[FA15:0]	error	0.455836363636364	0.218941176470588
CE[FA20:4]	0.279866705891938	196.490590909091	226.824582352941
DCER[FA24:1]	0.285727582840712	0.171509090909091	0.151758823529412
LCER[FA24:1]	0.269478269856748	0.366954545454545	0.276482352941176
PC[FA22:6]	0.599412180174712	73.7299454545455	74.3857235294118
HCER[FA24:1]	0.859822242515693	0.461381818181818	0.460111764705882
Total[FA22:5]	0.556107989081503	55.7022818181818	57.5337352941176
PE[FA20:3]	0.216743134443308	4.8599	4.13075294117647
SM[FA16:0]	0.140723276430196	179.904527272727	164.170641176471
CER[FA22:0]	0.24242434888626	0.796436363636364	0.631641176470588
HCER[FA16:0]	0.377468598369092	0.666072727272727	0.597052941176471
Total[FA18:2]	0.833428051282567	2725.02881818182	2642.24117647059
CE[FA20:3]	error	29.7991363636364	27.1089823529412
Total[FA20:0]	0.536249892096545	67.3744636363636	63.8150176470588
PC[FA20:1]	0.880874536646573	1.2694	1.23070588235294
TAG[FA22:4]	0.561543552522571	3.8086	4.28601176470588
DAG[FA20:1]	0.521909053431862	0.0913454545454545	0.0971352941176471
CE[FA20:5]	0.0170385539584687	25.3365909090909	22.3443470588235
FFA[FA16:1]	0.0336834483959184	14.6008727272727	17.3138941176471
PE[FA16:0]	0.933400740617269	40.7381181818182	40.078
CER[FA24:1]	0.765030173069991	0.5962	0.612629411764706
FFA[FA22:5]	0.911412768461878	4.46304545454545	4.49609411764706
TAG[FA18:3]	0.659336130300351	60.4776	63.7701882352941
PC[FA12:0]	0.738320696334075	1.04363636363636	0.914770588235294
Total[FA16:1]	0.547578973199978	289.861672727273	260.666035294118
PI[FA20:4]	0.701512605484439	24.7093727272727	25.1291882352941
SM[FA26:1]	0.303347171469034	0.5889	0.542947058823529
TAG[FA18:2]	0.482958301144771	529.277145454545	573.707682352941
LPC[FA20:3]	0.798191880136029	1.80647272727273	1.80164117647059
DAG[FA20:0]	error	0.168636363636364	0.116820588235294
Total[FA18:0]	0.42230971815998	1209.97981818182	1156.7143
DAG[FA12:0]	0.0606381710774156	0.481463636363636	0.338858823529412
DAG[FA18:2]	0.44081230967522	12.8342636363636	13.9807529411765
TAG[FA18:0]	0.514094975633767	150.301445454545	128.623870588235
DAG[FA18:1]	0.407833266135321	20.3958272727273	22.4382352941176
CE[FA16:1]	0.145264344268006	105.000981818182	80.7615529411765
CE[FA22:1]	0.651776661648868	0.2335	0.242947058823529
CE[FA22:5]	0.958195910967199	2.27958181818182	2.29442941176471
LPE[FA16:1]	0.172222378118498	0.0402454545454545	0.0296294117647059
MAG[FA18:0]	0.979659827306381	1.03394545454545	1.0768
PE[FA22:4]	0.515133001686252	9.60027272727273	8.44985294117647
PE[FA22:5]	0.864837799227481	10.2593818181818	9.93844705882353
PI[FA18:0]	0.774932094593644	32.8341818181818	31.6498470588235
TAG[FA16:0]	0.731862321857401	778.373109090909	730.390852941176
Total[FA20:1]	0.393242246285599	22.8148545454545	23.8592588235294
