chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/scenario2/MLR.clp.fac.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/scenario2/MLR.clp.fac.ready.ignor.norm.qc.fillna.l.tsv
LPE[FA20:1]	0.352847668838306	0.0361090909090909	0.0305184210526316
HCER[FA18:0]	0.685847907903367	0.0669909090909091	0.0722631578947368
PC[FA14:0]	0.279106888843315	18.0758545454545	16.3643513157895
SM[FA22:1]	0.606627730174302	34.1290818181818	33.7548276315789
TAG[FA16:1]	0.374638325748507	132.967954545455	137.606747368421
TAG[FA18:1]	0.0546576767234252	1012.17936363636	1117.59479342105
DAG[FA14:0]	0.365980484544519	1.42534545454545	1.28656973684211
PC[FA20:2]	error	8.4063	8.49171973684211
LPC[FA20:1]	0.965231623828375	0.321509090909091	0.317606578947368
CE[FA24:1]	0.696264107583961	0.436963636363636	0.459027631578947
CE[FA24:0]	0.763229135387993	0.240390909090909	0.261065789473684
LCER[FA18:0]	0.67967454041003	0.145363636363636	0.136981578947368
CE[FA18:3]	0.0597735386147861	51.1565363636364	46.5570394736842
LCER[FA22:1]	0.53896880966754	0.0753727272727273	0.0663907894736842
TAG[FA14:0]	0.581007869319792	88.9060727272727	83.1546315789474
PE[FA18:2]	error	22.5323272727273	22.9860394736842
LPC[FA16:0]	0.982033426432088	68.6465909090909	73.8728355263158
LPC[FA17:0]	0.685450397265961	0.635363636363636	0.689038157894737
SM[FA24:0]	0.664222757477023	29.7985	27.5009131578947
TAG[FA20:4]	0.325837467952802	53.7730636363636	55.0751592105263
DAG[FA20:3]	0.847729983984273	0.488072727272727	0.493077631578947
LPC[FA22:6]	0.493704594309521	0.312845454545455	0.370299342105263
MAG[FA15:0]	0.995605744154074	0.148218181818182	0.130164473684211
CER[FA18:0]	0.475097669490796	0.105909090909091	0.109863157894737
LCER[FA18:1]	0.506876366379784	0.274581818181818	0.262448684210526
PI[FA18:1]	2.92782274396024e-08	9.77942727272727	7.70056578947368
FFA[FA24:0]	0.786372370679486	3.48769090909091	3.37862631578947
SM[FA14:0]	0.430283871811478	18.8468818181818	17.9824934210526
CE[FA18:2]	0.723040017429352	1302.46460909091	1353.83981842105
FFA[FA20:5]	0.884712767105165	8.4483	8.72692894736842
LPE[FA20:4]	0.733096987833005	0.3825	0.398969736842105
CE[FA17:0]	0.274290418948016	7.1527	6.79298684210526
CE[FA18:4]	0.294918730339268	1.16078181818182	0.961384210526316
HCER[FA24:0]	0.889677940494381	0.788854545454545	0.742372368421053
PC[FA22:5]	0.49708790315789	26.5801090909091	27.6459697368421
CER[FA22:1]	0.502351676899372	0.0503909090909091	0.0462447368421053
PC[FA20:4]	0.635234302511516	313.434327272727	349.961555263158
HCER[FA22:1]	0.535748094140754	0.0514909090909091	0.0538
CER[FA20:0]	0.956330887692807	0.109554545454545	0.106023684210526
TAG[FA17:0]	0.570776624349486	16.4314545454545	15.1468828947368
Total[FA20:5]	0.367449958193006	82.4607090909091	83.0398973684211
FFA[FA22:1]	0.750156857355674	11.8414363636364	12.0162842105263
MAG[FA18:2]	0.370828101135223	0.0999818181818182	0.110209210526316
HCER[FA22:0]	0.884284642196678	0.550718181818182	0.539340789473684
MAG[FA18:1]	0.966800840730747	0.143309090909091	0.172264473684211
MAG[FA18:3]	0.418455033615145	0.0976090909090909	0.0924618421052632
TAG[FA20:1]	0.849155490160258	8.54002727272727	9.55718815789474
FFA[FA20:0]	0.963774823582314	10.9146545454545	11.5842736842105
SM[FA18:0]	0.641226461310008	29.2268909090909	31.5650921052632
TAG[FA22:6]	0.846276027755289	25.1460272727273	26.5252289473684
Total[FA24:0]	0.534322386113294	36.8759272727273	34.1471144736842
FFA[FA18:1]	error	105.671	120.8437
CE[FA14:1]	0.203716599636478	1.46083636363636	1.03627894736842
DCER[FA22:0]	0.0497504054163074	0.180063636363636	0.152940789473684
TAG[FA20:5]	0.560409510280711	11.3694181818182	12.4240157894737
LCER[FA16:0]	0.721812922607085	3.91083636363636	3.44356973684211
PE[FA20:4]	0.506447683501386	66.0553181818182	69.5987
Total[FA12:0]	0.810889359238976	30.9950454545455	37.5468684210526
FFA[FA20:4]	0.0570254039669836	4.90374545454545	5.30548815789474
LPC[FA20:4]	0.397767214764071	2.09907272727273	2.49823947368421
CE[FA15:0]	error	6.95541818181818	6.47564342105263
FFA[FA20:3]	0.1966660248862	2.07582727272727	2.18657894736842
LCER[FA24:0]	0.452528610385791	0.231218181818182	0.188103947368421
LPC[FA18:0]	0.735701225570629	26.3925	26.7469618421053
PC[FA20:5]	0.451036340704229	28.7829545454545	28.6073118421053
Total[FA16:0]	0.782988033198816	3125.95054545455	3184.53342105263
CE[FA14:0]	0.107707203837945	27.5549727272727	22.4543618421053
SM[FA20:0]	0.682476123095709	41.4019636363636	45.0412289473684
DAG[FA20:2]	0.542595314499575	0.2144	0.224731578947368
FFA[FA24:1]	0.941386347014288	6.27556363636364	6.11055263157895
DAG[FA22:5]	0.987156866787474	0.259436363636364	0.315592105263158
CE[FA12:0]	0.652277177319097	1.38062727272727	0.823968421052632
LPE[FA16:0]	0.561786990200436	0.881518181818182	0.883094736842105
PC[FA16:1]	0.45080060584436	32.3032272727273	29.5767052631579
DAG[FA16:1]	0.64043444116363	2.59140909090909	2.64337368421053
FFA[FA22:4]	0.559868836827801	3.03578181818182	3.43662105263158
FFA[FA18:4]	0.472754451060054	2.92225454545455	3.09983684210526
Total[FA26:0]	0.876058211485262	0.513090909090909	0.484046052631579
Total[FA20:4]	0.53430626242715	663.243054545454	727.416527631579
LPC[FA15:0]	0.792032173401128	0.186590909090909	0.192110526315789
Total[FA17:0]	0.777866165288638	252.390781818182	131.145747368421
Total[FA22:0]	0.47354502246657	65.6607454545454	63.1264578947368
MAG[FA16:1]	0.636915896093903	0.0516727272727273	0.0512927631578947
CE[FA20:1]	0.582931274692018	2.03836363636364	2.213275
CE[FA22:2]	0.518213781433072	0.163890909090909	0.182826315789474
LPE[FA20:3]	0.440848005212832	0.170118181818182	0.151834210526316
FFA[FA14:0]	0.306714802993521	32.8892090909091	35.1311302631579
LPE[FA22:6]	0.827437994558151	0.220418181818182	0.211601315789474
Total[FA22:1]	0.752561899363924	47.1662	47.1522618421053
TAG[FA22:5]	0.630747421888427	10.9806545454545	13.5447368421053
CE[FA22:6]	0.799966189729146	12.3785909090909	13.0083513157895
CER[FA16:0]	0.872470250539574	0.427463636363636	0.406988157894737
PC[FA18:1]	0.0912575426358077	395.898918181818	370.849006578947
DAG[FA16:0]	0.691344190721573	9.46130909090909	8.99993289473684
DAG[FA20:5]	0.430338460400743	0.4903	0.517151315789474
PC[FA20:0]	0.182216207803187	7.20254545454545	7.33777368421053
TAG[FA22:1]	0.116318175315122	0.600836363636364	0.788138157894737
TAG[FA12:0]	0.8014932265823	18.7783909090909	24.5815802631579
PC[FA16:0]	0.00351985947101003	1088.98155454545	1117.16007105263
DAG[FA22:4]	0.884056042549388	0.0759	0.090325
FFA[FA20:2]	0.0326863352019659	1.80617272727273	9.18120394736842
Total[FA22:6]	0.617114744321543	148.074690909091	147.031634210526
TAG[FA20:3]	0.630306441215912	18.2093454545455	18.6903973684211
PE[FA18:0]	0.953621313762684	89.1831090909091	88.75475
LCER[FA20:0]	0.90081993506218	0.0786	0.0676421052631579
FFA[FA18:2]	0.0750479154298775	57.9679818181818	73.084175
CE[FA16:0]	0.63852448571162	328.120618181818	329.975425
SM[FA18:1]	0.491442492691997	9.32162727272727	10.5170552631579
PC[FA22:4]	0.602094554985121	8.77071818181818	8.84490131578947
DAG[FA18:0]	0.588543211425572	2.69249090909091	2.47259078947368
LCER[FA20:1]	1.02175276107991e-19	0.0412272727272727	0.0359552631578947
Total[FA24:1]	0.795690159537891	71.1970909090909	67.1380644736842
LPC[FA20:0]	0.645095390303233	0.3664	0.379634210526316
MAG[FA16:0]	0.667030263754079	0.6377	0.647813157894737
LPE[FA18:1]	0.400212207093825	0.747736363636364	0.658465789473684
LPC[FA18:2]	0.445403107498581	7.26264545454545	8.36251842105263
TAG[FA20:0]	0.753076310456662	6.17240909090909	5.75214868421053
HCER[FA20:0]	0.582212035348403	0.0912636363636364	0.101401315789474
PE[FA18:1]	0.442789591288965	35.9270454545455	34.6693960526316
CE[FA20:0]	0.585851964083039	0.773790909090909	0.847578947368421
CE[FA22:0]	0.124222070477255	0.814363636363636	0.765002631578947
PC[FA18:3]	0.974818282016336	11.1063818181818	11.0551907894737
LPE[FA18:2]	0.789498902303184	0.462354545454545	0.485682894736842
Total[FA22:4]	0.637541332070491	26.2249454545455	26.4546934210526
SM[FA22:0]	0.455040840764126	57.0650272727273	54.516902631579
TAG[FA14:1]	0.709681721715995	9.87386363636364	7.72711710526316
FFA[FA18:0]	0.939252042247662	450.761163636364	460.794884210526
Total[FA14:0]	0.452128129674206	187.993727272727	176.610288157895
DAG[FA22:6]	0.709096020353786	0.4354	0.427667105263158
Total[FA20:3]	0.544863869481554	161.256854545455	147.898402631579
Total[FA22:2]	0.534919606017027	2.04923636363636	2.105175
FFA[FA20:1]	0.55951163916397	2.87399090909091	5.91206052631579
LPE[FA18:0]	0.778417439187779	1.19883636363636	1.12843421052632
SM[FA26:0]	error	0.332718181818182	0.308953947368421
DCER[FA26:0]	0.12264507973149	0.132554545454545	0.130259868421053
PC[FA20:3]	1.6166865444058e-07	100.461081818182	89.3193039473684
FFA[FA17:0]	0.806957140773519	221.184745454545	100.443113157895
DCER[FA20:0]	0.445094413157803	0.0589636363636364	0.0585710526315789
DAG[FA20:4]	0.762987791875691	1.39007272727273	1.38598289473684
LPC[FA16:1]	0.856826071373467	1.07416363636364	1.00928289473684
LPC[FA20:2]	error	0.344772727272727	0.381209210526316
FFA[FA16:0]	0.488865911933427	616.632218181818	634.377294736842
LPE[FA22:4]	0.385939111019853	0.0597181818181818	0.0556763157894737
PC[FA18:2]	1.89669738730202e-289	782.377481818182	791.618642105263
PE[FA20:5]	0.106800688018007	7.94130909090909	6.83728157894737
DAG[FA18:3]	0.140562649920956	0.557427272727273	0.649322368421053
DCER[FA16:0]	error	0.104772727272727	0.087575
PE[FA16:1]	error	0.536490909090909	0.464693421052632
PE[FA22:6]	0.832983406817486	30.7832909090909	28.8696631578947
PC[FA17:0]	0.498860211265628	6.9385	7.9839197368421
Total[FA18:3]	0.621453323992026	123.804254545455	133.436522368421
CE[FA20:2]	error	1.90606363636364	1.87270131578947
Total[FA14:1]	0.636928050529595	15.1097090909091	12.6743802631579
Total[FA26:1]	0.731960675720225	0.629236363636364	0.589935526315789
FFA[FA22:0]	0.419004631564645	5.79472727272727	6.0398947368421
LPE[FA22:5]	0.49429009897034	0.149154545454545	0.148360526315789
FFA[FA15:0]	0.854259478425096	11.7568090909091	13.6026802631579
PI[FA16:0]	0.0308173400819863	8.46431818181818	6.90926447368421
CE[FA22:4]	0.976839064639138	0.491063636363636	0.483777631578947
DCER[FA24:0]	0.222815624803125	0.252481818181818	0.211167105263158
FFA[FA22:2]	0.4724575239218	1.88064545454545	1.91377368421053
Total[FA18:4]	0.396756765962783	4.08621818181818	4.08195526315789
PI[FA20:2]	0.574142976381443	0.246731818181818	0.221392105263158
CE[FA18:1]	0.349058423940121	525.505154545455	495.367256578947
FFA[FA14:1]	0.565895543447971	3.30755454545455	3.47763684210526
FFA[FA12:0]	0.807408274380669	9.27123636363636	10.5273802631579
SM[FA24:1]	0.798553433320417	62.8864090909091	58.9971986842105
TAG[FA20:2]	0.919285838710217	7.14951818181818	8.41213815789474
LPC[FA22:5]	0.0955334022797008	0.306281818181818	0.334238815789474
PC[FA15:0]	0.0723530468459046	2.86794545454545	2.93695789473684
Total[FA20:2]	0.953124248485925	20.1830454545455	28.9538342105263
TAG[FA15:0]	0.562492488278565	12.8436	11.6808157894737
PI[FA16:1]	error	0.694654545454545	0.486089473684211
Total[FA15:0]	0.514809223337232	35.2059636363636	35.3843973684211
DCER[FA22:1]	0.51056378812166	0.165109090909091	0.159556578947368
CER[FA24:0]	0.0783738272950828	2.07490909090909	1.86185789473684
Total[FA18:1]	0.713652498228155	2127.36772727273	2193.53901315789
PI[FA20:3]	0.134441570339768	3.38206363636364	2.95101710526316
LCER[FA14:0]	0.170362711647438	0.204381818181818	0.153560526315789
LCER[FA22:0]	0.521420825791991	0.278390909090909	0.228067105263158
LPC[FA18:1]	0.722016741661204	11.4962818181818	11.6398763157895
FFA[FA22:6]	0.604709901702183	4.70810909090909	4.74771184210526
PI[FA18:2]	0.0874987238253157	9.75009090909091	8.8511197368421
PC[FA18:0]	error	387.239027272727	368.263593421053
DAG[FA14:1]	0.935359269756223	0.246863636363636	0.248057894736842
SM[FA20:1]	0.552462103106275	7.5708	8.24900131578947
CE[FA18:0]	0.561854175327925	38.7644727272727	35.4733486842105
DAG[FA15:0]	0.670659838613664	0.455836363636364	0.358044736842105
CE[FA20:4]	0.61729131465214	196.490590909091	218.420227631579
DCER[FA24:1]	0.640740449456822	0.171509090909091	0.160113157894737
LCER[FA24:1]	0.673561298808244	0.366954545454545	0.317098684210526
PC[FA22:6]	0.463524020392239	73.7299454545455	72.5935947368421
HCER[FA24:1]	0.662797519264991	0.461381818181818	0.481772368421053
Total[FA22:5]	0.818794727089966	55.7022818181818	59.131
PE[FA20:3]	0.549082774068721	4.8599	4.35191973684211
SM[FA16:0]	0.51709374691981	179.904527272727	170.139035526316
CER[FA22:0]	0.232088660923439	0.796436363636364	0.694471052631579
HCER[FA16:0]	0.68215717082505	0.666072727272727	0.64416447368421
Total[FA18:2]	0.832132508876604	2725.02881818182	2910.38222368421
CE[FA20:3]	0.394826419950783	29.7991363636364	27.94615
Total[FA20:0]	0.563272085479296	67.3744636363636	71.437897368421
PC[FA20:1]	0.625251225919623	1.2694	1.319725
TAG[FA22:4]	0.114580729131015	3.8086	4.20808026315789
DAG[FA20:1]	0.997714186253416	0.0913454545454545	0.103160526315789
CE[FA20:5]	0.4902150238353	25.3365909090909	25.7954894736842
FFA[FA16:1]	0.0588338050058905	14.6008727272727	17.2270592105263
PE[FA16:0]	0.546897559120382	40.7381181818182	40.2120065789474
CER[FA24:1]	0.620329835410133	0.5962	0.608538157894737
FFA[FA22:5]	0.101854005769058	4.46304545454545	4.50673157894737
TAG[FA18:3]	0.0836979302342405	60.4776	74.6309802631579
PC[FA12:0]	0.766591804629974	1.04363636363636	1.04205789473684
Total[FA16:1]	0.764014048960717	289.861672727273	278.093189473684
PI[FA20:4]	0.912792672283811	24.7093727272727	24.7603697368421
SM[FA26:1]	0.627297842223007	0.5889	0.548671052631579
TAG[FA18:2]	0.54828323763542	529.277145454545	636.249547368421
LPC[FA20:3]	0.579767378771722	1.80647272727273	1.80035263157895
DAG[FA20:0]	0.0329577049654377	0.168636363636364	0.118153289473684
Total[FA18:0]	0.438803629975188	1209.97981818182	1194.53506052632
DAG[FA12:0]	0.765440426012961	0.481463636363636	0.526057894736842
DAG[FA18:2]	0.763538111555067	12.8342636363636	14.7944671052632
TAG[FA18:0]	0.896349580888724	150.301445454545	145.714019736842
DAG[FA18:1]	0.714733325052527	20.3958272727273	23.2336210526316
CE[FA16:1]	0.485257039199969	105.000981818182	88.9809315789474
CE[FA22:1]	0.566192129109482	0.2335	0.251144736842105
CE[FA22:5]	0.86658177204093	2.27958181818182	2.35027105263158
LPE[FA16:1]	0.683523527753204	0.0402454545454545	0.0321789473684211
MAG[FA18:0]	0.619001031456631	1.03394545454545	1.11990921052632
PE[FA22:4]	0.575334097070893	9.60027272727273	9.03748289473684
PE[FA22:5]	0.547513803247486	10.2593818181818	9.94116578947368
PI[FA18:0]	0.508912694353308	32.8341818181818	32.1461539473684
TAG[FA16:0]	0.814296305165619	778.373109090909	796.774273684211
Total[FA20:1]	0.670536814076128	22.8148545454545	27.7914302631579
